601,359,healthcare:speciality,occupational
601,360,healthcare:speciality,oncology
601,361,healthcare:speciality,ophthalmology
601,362,healthcare:speciality,orthodontics
601,363,healthcare:speciality,orthopaedics
601,364,healthcare:speciality,otolaryngology
601,365,healthcare:speciality,paediatric_surgery
601,366,healthcare:speciality,paediatrics
601,367,healthcare:speciality,palliative
601,368,healthcare:speciality,pathology
601,369,healthcare:speciality,physiatry
601,370,healthcare:speciality,plastic_surgery
601,371,healthcare:speciality,podiatry
601,372,healthcare:speciality,proctology
601,373,healthcare:speciality,psychiatry
601,374,healthcare:speciality,pulmonology
601,375,healthcare:speciality,radiology
601,376,healthcare:speciality,radiotherapy
601,377,healthcare:speciality,rheumatology
601,378,healthcare:speciality,stomatology
601,379,healthcare:speciality,surgery
601,380,healthcare:speciality,transplant
601,381,healthcare:speciality,trauma
601,382,healthcare:speciality,tropical
601,383,healthcare:speciality,urology
601,384,healthcare:speciality,vascular_surgery
601,385,healthcare:speciality,venereology
504,386,shop,hairdresser
200,387,shop,hairdresser_supply
504,388,shop,hearing_aids
502,389,shop,herbalist
504,390,shop,massage
502,391,shop,medical_supply
502,392,shop,nutrition_supplements
504,393,shop,optician
502,394,shop,perfumery
503,394,shop,perfumery
504,395,shop,tattoo
502,396,shop,agrarian
502,397,shop,appliance
502,398,shop,bathroom_furnishing
502,399,shop,country_store
502,400,shop,doityourself
502,401,shop,electrical
505,402,shop,energy
502,403,shop,fireplace
502,404,shop,florist
502,405,shop,garden_centre
502,406,shop,garden_furniture
502,407,shop,gas
502,408,shop,glaziery
502,409,shop,groundskeeping
502,410,shop,hardware
502,411,shop,houseware
504,412,shop,locksmith
502,413,shop,paint
502,414,shop,pottery
504,415,shop,security
504,416,shop,tool_hire
502,417,shop,trade
503,418,shop,antiques
502,418,shop,antiques
502,419,shop,bed
502,420,shop,candles
502,421,shop,carpet
704,422,shop,curtain
502,423,shop,doors
704,424,shop,flooring
502,425,shop,furniture
502,426,shop,household_linen
502,427,shop,interior_decoration
503,427,shop,interior_decoration
502,428,shop,kitchen
502,429,shop,lighting
502,430,shop,tiles
502,431,shop,window_blind
502,432,shop,computer
502,433,shop,electronics
502,434,shop,hifi
504,435,shop,mobile_phone
502,435,shop,mobile_phone
502,436,shop,printer_ink
502,437,shop,radiotechnics
503,438,shop,telecommunication
502,439,shop,vacuum_cleaner
502,440,shop,atv
502,441,shop,bicycle
502,442,shop,boat
502,446,shop,caravan
502,447,shop,fishing
502,448,shop,fuel
502,449,shop,golf
502,450,shop,hunting
502,451,shop,military_surplus
502,454,shop,outdoor
502,455,shop,scuba_diving
502,456,shop,ski
502,457,shop,snowmobile
502,458,shop,sports
502,459,shop,surf
502,460,shop,swimming_pool
502,461,shop,trailer
502,462,shop,truck
502,463,shop,tyres
502,464,shop,art
502,465,shop,camera
502,466,shop,collector
502,467,shop,craft
502,468,shop,frame
502,469,shop,games
502,470,shop,model
502,471,shop,music
502,472,shop,musical_instrument
504,473,shop,photo
502,474,shop,trophy
502,475,shop,video
502,476,shop,video_games
502,477,shop,anime
502,478,shop,books
503,478,shop,books
503,479,shop,gift
502,479,shop,gift
604,480,shop,lottery
502,481,shop,newsagent
502,482,shop,stationery
504,483,shop,ticket
504,484,shop,bookmaker
502,485,shop,cannabis
504,486,shop,copyshop
502,487,shop,dry_cleaning
502,488,shop,e-cigarette
502,489,shop,funeral_directors
504,490,shop,laundry
504,491,shop,money_lender
502,492,shop,outpost
502,493,shop,party
504,494,shop,pawnbroker
502,495,shop,pest_control
502,496,shop,pet
502,497,shop,pet_grooming
502,498,shop,pyrotechnics
502,499,shop,religion
504,500,shop,rental
504,501,shop,storage_rental
501,502,shop,tobacco
502,503,shop,toys
504,504,shop,travel_agency
502,505,shop,weapons
718,506,sport,"9pin"
718,507,sport,"10pin"
704,508,sport,aerobics
704,509,sport,american_football
704,510,sport,aikido
704,511,sport,archery
704,512,sport,athletics
704,513,sport,australian_football
704,514,sport,badminton
704,515,sport,bandy
704,516,sport,baseball
704,517,sport,basketball
704,518,sport,beachvolleyball
704,519,sport,biathlon
704,520,sport,billiards
704,521,sport,bmx
704,522,sport,bobsleigh
704,523,sport,boules
704,524,sport,bowls
704,525,sport,boxing
704,526,sport,bullfighting
704,527,sport,canadian_football
704,528,sport,canoe
718,529,sport,chess
704,530,sport,cliff_diving
704,531,sport,climbing
704,532,sport,climbing_adventure
704,533,sport,cockfighting
704,534,sport,cricket
704,535,sport,crossfit
704,536,sport,croquet
704,537,sport,curling
704,538,sport,cycle_polo
704,539,sport,cycling
720,540,sport,darts
718,541,sport,dog_agility
718,542,sport,dog_racing
704,543,sport,dragon_boat
704,544,sport,equestrian
704,545,sport,fencing
704,546,sport,field_hockey
704,547,sport,fitness
704,548,sport,five-a-side
704,549,sport,floorball
704,550,sport,four_square
704,551,sport,free_flying
704,552,sport,futsal
704,553,sport,gaelic_games
704,554,sport,gaga
718,555,sport,golf
704,556,sport,gymnastics
704,557,sport,handball
704,558,sport,hapkido
704,559,sport,hiking
704,560,sport,horseshoes
703,561,sport,horse_racing
704,561,sport,horse_racing
704,562,sport,ice_hockey
704,563,sport,ice_stock
704,564,sport,ice_skating
704,565,sport,judo
704,566,sport,karate
720,567,sport,karting
704,568,sport,kickboxing
704,569,sport,kitesurfing
704,570,sport,korfball
704,571,sport,krachtbal
704,572,sport,lacrosse
720,573,sport,laser_tag
704,574,sport,martial_arts
720,575,sport,miniature_golf
718,576,sport,model_aerodrome
718,577,sport,motocross
718,578,sport,motor
704,579,sport,multi
704,580,sport,netball
704,581,sport,obstacle_course
704,582,sport,orienteering
704,583,sport,paddle_tennis
704,584,sport,padel
704,585,sport,paintball
718,586,sport,parachuting
704,587,sport,parkour
704,588,sport,pelota
704,589,sport,pesaepallo
704,590,sport,pickleball
704,591,sport,pilates
704,592,sport,dance
704,593,sport,pole_dance
704,594,sport,racquet
718,595,sport,rc_car
704,596,sport,roller_skating
704,597,sport,rowing
704,598,sport,rugby_league
704,599,sport,rugby_union
704,600,sport,running
718,601,sport,sailing
718,602,sport,scuba_diving
704,603,sport,shooting
704,604,sport,shot-put
704,605,sport,skateboard
704,606,sport,ski_jumping
704,607,sport,skiing
704,608,sport,snooker
704,609,sport,soccer
704,610,sport,softball
704,611,sport,speedway
704,612,sport,squash
704,613,sport,sumo
704,614,sport,surfing
704,615,sport,swimming
704,616,sport,table_tennis
704,617,sport,table_soccer
704,618,sport,taekwondo
704,619,sport,tennis
704,620,sport,teqball
704,621,sport,toboggan
704,622,sport,trugo
704,623,sport,ultimate
704,624,sport,volleyball
704,625,sport,wakeboarding
704,626,sport,water_polo
704,627,sport,water_ski
704,628,sport,weightlifting
704,629,sport,windsurfing
601,630,healthcare,alternative
601,634,healthcare,blood_donation
601,635,healthcare,centre
601,636,healthcare,clinic
601,640,,
601,642,healthcare,pharmacy
713,644,amenity,religious
714,645,amenity,social_facility
601,646,healthcare,dentist
504,648,office,estate_agent
504,649,office,tax_advisor
502,651,shop,miscellaneous
503,651,shop,miscellaneous
601,652,shop,pharmacy
705,654,sport,dancing_school
704,654,sport,dancing_school
601,657,healthcare:speciality,vaccination
502,658,amenity,marketplace
720,659,amenity,playground
720,660,leisure,tanning_salon
601,661,healthcare,general
601,662,healthcare:speciality,osteopathy
