604,1,amenity,animal_breeding
714,2,amenity,animal_shelter
718,3,amenity,animal_training
504,7,amenity,bureau_de_change
604,12,amenity,give_box
718,13,amenity,hunting_stand
720,15,amenity,kneipp_water_cure
604,18,amenity,photo_booth
713,19,amenity,place_of_mourning
502,27,amenity,vending_machine
720,34,building,bakehouse
720,43,building,castle
602,66,building,public
706,88,amenity,bar
706,89,amenity,biergarten
706,90,amenity,cafe
706,91,amenity,fast_food
706,92,amenity,food_court
706,93,amenity,ice_cream
706,94,amenity,pub
706,95,amenity,restaurant
300,96,amenity,college
704,97,amenity,dancing_school
704,98,amenity,driving_school
705,99,amenity,first_aid_school
1200,100,amenity,kindergarten
705,101,amenity,language_school
504,102,amenity,library
704,103,amenity,surf_school
504,104,amenity,toy_library
100,105,amenity,research_institute
705,106,amenity,training
705,107,amenity,music_school
300,108,amenity,school
705,109,amenity,traffic_park
300,110,amenity,university
504,111,amenity,vehicle_inspection
502,112,amenity,fuel
602,113,amenity,atm
602,114,amenity,bank
601,115,amenity,clinic
601,116,amenity,dentist
601,117,amenity,doctors
601,118,amenity,hospital
504,119,amenity,nursing_home
601,120,amenity,pharmacy
504,121,amenity,veterinary
702,122,amenity,arts_centre
502,122,amenity,arts_centre
720,124,amenity,casino
702,125,amenity,cinema
720,126,amenity,community_centre
200,127,amenity,conference_centre
703,128,amenity,events_venue
702,129,amenity,exhibition_centre
720,130,amenity,fountain
703,133,amenity,music_venue
706,134,amenity,night_club
703,135,amenity,planetarium
604,136,amenity,public_bookcase
720,137,amenity,social_centre
703,138,amenity,stage
703,142,amenity,theatre
602,143,amenity,courthouse
602,145,amenity,police
602,146,amenity,post_box
602,147,amenity,post_depot
602,148,amenity,post_office
714,151,amenity,townhall
720,152,amenity,bbq
602,153,amenity,parcel_locker
504,155,amenity,animal_boarding
504,156,amenity,crematorium
704,157,amenity,dive_centre
713,159,amenity,grave_yard
504,160,amenity,internet_cafe
713,161,amenity,monastery
713,162,amenity,place_of_worship
720,163,amenity,public_bath
501,166,building,kiosk
100,167,building,office
501,169,building,supermarket
713,171,building,religious
713,172,building,cathedral
713,173,building,chapel
713,174,building,church
713,176,building,mosque
713,177,building,synagogue
713,178,building,temple
300,179,building,college
714,181,building,government
601,182,building,hospital
1200,183,building,kindergarten
702,184,building,museum
300,187,building,university
703,188,building,grandstand
704,189,building,pavilion
718,190,building,riding_hall
704,191,building,sports_hall
704,192,building,sports_centre
704,193,building,stadium
703,193,building,stadium
601,194,healthcare,audiologist
601,195,healthcare,birthing_centre
601,196,healthcare,counselling
601,197,healthcare,dialysis
601,198,healthcare,hospice
601,199,healthcare,occupational_therapist
601,200,healthcare,optometrist
601,201,healthcare,physiotherapist
601,202,healthcare,podiatrist
601,203,healthcare,psychotherapist
601,204,healthcare,rehabilitation
601,205,healthcare,speech_therapist
601,206,healthcare,vaccination_centre
713,213,landuse,cemetery
720,216,leisure,amusement_arcade
720,217,leisure,beach_resort
720,218,leisure,common
720,219,leisure,dance
720,220,leisure,disc_golf_course
718,221,leisure,dog_park
720,222,leisure,escape_game
720,223,leisure,firepit
718,224,leisure,fishing
704,225,leisure,fitness_centre
704,226,leisure,fitness_station
720,228,leisure,hackerspace
718,229,leisure,horse_riding
704,230,leisure,ice_rink
720,231,leisure,marina
720,232,leisure,miniature_golf
720,233,leisure,nature_reserve
720,234,leisure,park
720,235,leisure,picnic_table
704,236,leisure,pitch
720,237,leisure,playground
704,238,leisure,sports_centre
703,239,leisure,stadium
704,239,leisure,stadium
704,241,leisure,swimming_area
704,242,leisure,swimming_pool
704,243,leisure,track
720,244,leisure,water_park
602,245,office,courier
100,246,office,coworking
602,247,office,diplomatic
300,248,office,educational_institution
602,249,office,employment_agency
602,250,office,government
504,251,office,insurance
504,252,office,lawyer
504,253,office,notary
601,254,office,therapist
502,255,shop,alcohol
501,256,shop,bakery
501,257,shop,beverages
501,258,shop,butcher
502,259,shop,cheese
503,260,shop,chocolate
502,260,shop,chocolate
503,261,shop,coffee
502,261,shop,coffee
503,262,shop,confectionery
502,262,shop,confectionery
501,263,shop,convenience
501,264,shop,dairy
503,265,shop,deli
502,265,shop,deli
502,266,shop,farm
501,267,shop,food
502,268,shop,frozen_food
501,269,shop,greengrocer
501,270,shop,health_food
706,271,shop,ice_cream
502,272,shop,nuts
502,273,shop,pasta
706,274,shop,pastry
501,275,shop,seafood
502,276,shop,spices
503,277,shop,tea
502,277,shop,tea
502,278,shop,tortilla
502,279,shop,water
502,280,shop,wine
503,280,shop,wine
502,281,shop,department_store
502,282,shop,general
501,283,shop,kiosk
503,284,shop,mall
501,285,shop,supermarket
200,286,shop,wholesale
503,287,shop,baby_goods
502,287,shop,baby_goods
503,288,shop,bag
502,288,shop,bag
503,289,shop,boutique
502,289,shop,boutique
503,290,shop,clothes
502,290,shop,clothes
502,291,shop,fabric
503,292,shop,fashion_accessories
502,292,shop,fashion_accessories
503,293,shop,jewelry
502,293,shop,jewelry
502,294,shop,leather
502,295,shop,sewing
503,296,shop,shoes
502,296,shop,shoes
504,297,shop,shoe_repair
504,298,shop,tailor
503,299,shop,watches
502,299,shop,watches
502,300,shop,wool
502,301,shop,charity
503,302,shop,second_hand
502,302,shop,second_hand
502,303,shop,variety_store
504,304,shop,beauty
502,305,shop,chemist
503,306,shop,cosmetics
502,306,shop,cosmetics
503,307,shop,erotics
502,307,shop,erotics
704,308,sport,wrestling
704,309,sport,yoga
704,310,sport,zurkhaneh_sport
720,313,tourism,aquarium
702,314,tourism,artwork
720,315,tourism,attraction
702,320,tourism,gallery
702,326,tourism,museum
720,328,tourism,theme_park
601,332,healthcare:speciality,allergology
601,333,healthcare:speciality,anaesthetics
601,334,healthcare:speciality,cardiology
601,335,healthcare:speciality,cardiothoracic_surgery
601,336,healthcare:speciality,child_psychiatry
601,337,healthcare:speciality,community
601,338,healthcare:speciality,dermatology
601,339,healthcare:speciality,diagnostic_radiology
601,340,healthcare:speciality,dermatovenereology
601,341,healthcare:speciality,endocrinology
601,342,healthcare:speciality,emergency
601,343,healthcare:speciality,gastroenterology
601,344,healthcare:speciality,general
601,345,healthcare:speciality,geriatrics
601,346,healthcare:speciality,gynaecology
601,347,healthcare:speciality,haematology
601,348,healthcare:speciality,hepatology
601,349,healthcare:speciality,infectious_diseases
601,350,healthcare:speciality,intensive
601,351,healthcare:speciality,internal
601,352,healthcare:speciality,dental_oral_maxillo_facial_surgery
601,353,healthcare:speciality,neonatology
601,354,healthcare:speciality,nephrology
601,355,healthcare:speciality,neurology
601,356,healthcare:speciality,neuropsychiatry
601,357,healthcare:speciality,neurosurgery
601,358,healthcare:speciality,nuclear
