"ID","strasse","hn","key","value","MiD"
P14,Greifenhagener Straße,"14",amenity,kindergarten,1200
P17,Greifenhagener Straße,"17",office,lawyer,504
P17,Greifenhagener Straße,"17",office,lawyer,504
P2,Greifenhagener Straße,"2",amenity,kindergarten,1200
P2,Greifenhagener Straße,"2",amenity,kindergarten,1200
P58,Greifenhagener Straße,"58",building,school,300
P6,Greifenhagener Straße,"6",sport,yoga,704
P6,Greifenhagener Straße,"6",sport,yoga,704
P60,Greifenhagener Straße,"60",healthcare,psychotherapist,601
P64,Greifenhagener Straße,"64",healthcare:speciality,osteopathy,601
P64,Greifenhagener Straße,"64",amenity,cafe,706
P8,Greifenhagener Straße,"8",office,tax_advisor,504
P8,Greifenhagener Straße,"8",office,tax_advisor,504
P9,Greifenhagener Straße,"9",office,insurance,504
P9,Greifenhagener Straße,"9",office,insurance,504
P9,Greifenhagener Straße,"9",shop,beauty,504
P9,Greifenhagener Straße,"9",shop,beauty,504
P9,Greifenhagener Straße,"9",healthcare,alternative,601
Q1,Lettestraße,"1",amenity,cafe,706
Q10,Lettestraße,"10",amenity,restaurant,706
Q2,Lettestraße,"2",amenity,cafe,706
Q2,Lettestraße,"2",shop,hairdresser,504
Q2,Lettestraße,"2",shop,hairdresser,504
Q3,Lettestraße,"3",amenity,bar,706
Q5,Lettestraße,"5",shop,books,502
Q6,Lettestraße,"6",amenity,bar,706
Q6a,Lettestraße,"6a",amenity,restaurant,706
Q6a,Lettestraße,"6a",shop,florist,502
Q7,Lettestraße,"7",amenity,kindergarten,1200
Q9,Lettestraße,"9",amenity,cafe,706
R1,Göhrener Straße,"1",shop,bicycle,502
R10,Göhrener Straße,"10",healthcare,psychotherapist,601
R11,Göhrener Straße,"11",building,religious,713
R11,Göhrener Straße,"11",building,religious,713
R14,Göhrener Straße,"14",healthcare,psychotherapist,601
R14,Göhrener Straße,"14",healthcare,psychotherapist,601
R14,Göhrener Straße,"14",healthcare,psychotherapist,601
R14,Göhrener Straße,"14",leisure,playground,720
R14a,Göhrener Straße,"14a",shop,fabric,502
R2,Göhrener Straße,"2",healthcare,alternative,601
R3,Göhrener Straße,"3",amenity,kindergarten,1200
R5,Göhrener Straße,"5",amenity,restaurant,706
R6,Göhrener Straße,"6",amenity,restaurant,706
R7,Göhrener Straße,"7",tourism,gallery,702
R9,Göhrener Straße,"9",healthcare,psychotherapist,601
R9,Göhrener Straße,"9",healthcare,psychotherapist,601
Z1,Helmholtzplatz,"1",sport,table_tennis,704
Z1,Helmholtzplatz,"1",leisure,playground,720
Z1,Helmholtzplatz,"1",leisure,park,720
Z1,Helmholtzplatz,"1",amenity,cafe,706
Z1,Helmholtzplatz,"1",sport,table_tennis,704
